date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
12-03-2025,SKU036,1068,0,12,639
12-03-2025,SKU037,369,1173,20,978
12-03-2025,SKU038,769,1196,18,918
12-03-2025,SKU039,86,0,6,77
12-03-2025,SKU040,668,0,16,647
12-03-2025,SKU041,427,0,6,266
12-03-2025,SKU042,698,0,12,506
12-03-2025,SKU043,577,1168,11,623
12-03-2025,SKU044,706,0,12,495
12-03-2025,SKU045,555,0,11,550
12-03-2025,SKU046,665,0,8,460
12-03-2025,SKU047,220,1031,8,447
12-03-2025,SKU048,382,0,12,339
12-03-2025,SKU049,255,0,9,180
12-03-2025,SKU050,514,0,14,360
12-03-2025,SKU051,1089,0,15,726
12-03-2025,SKU052,328,0,15,203
12-03-2025,SKU053,584,0,7,276
12-03-2025,SKU054,387,0,13,238
12-03-2025,SKU055,143,761,20,634
12-03-2025,SKU056,869,0,10,530
12-03-2025,SKU057,1243,0,7,431
12-03-2025,SKU058,218,399,18,307
12-03-2025,SKU059,1216,0,5,368
12-03-2025,SKU060,618,0,9,361
12-03-2025,SKU061,220,518,13,312
12-03-2025,SKU062,705,0,6,328
12-03-2025,SKU063,475,0,10,329
12-03-2025,SKU064,188,547,9,257
12-03-2025,SKU065,915,0,18,684
12-03-2025,SKU066,359,0,8,179
12-03-2025,SKU067,256,497,14,315
12-03-2025,SKU068,568,0,7,244
12-03-2025,SKU069,146,417,17,306
12-03-2025,SKU070,412,0,8,250
12-03-2025,SKU071,666,0,16,527
12-03-2025,SKU072,149,929,20,774
12-03-2025,SKU073,243,956,9,447
12-03-2025,SKU074,890,0,7,406
12-03-2025,SKU075,407,932,10,467
12-03-2025,SKU076,245,866,9,405
12-03-2025,SKU077,157,400,17,294
12-03-2025,SKU078,350,0,8,249
12-03-2025,SKU079,519,0,12,370
12-03-2025,SKU080,170,0,12,135
12-03-2025,SKU081,489,705,17,518
12-03-2025,SKU082,650,0,5,204
12-03-2025,SKU083,264,993,20,828
12-03-2025,SKU084,721,0,13,707
12-03-2025,SKU085,354,0,5,246
12-03-2025,SKU086,318,489,16,343
12-03-2025,SKU087,82,196,11,105
12-03-2025,SKU088,288,1121,14,711
12-03-2025,SKU089,691,0,7,447
12-03-2025,SKU090,196,416,13,251
12-03-2025,SKU091,797,0,13,529
12-03-2025,SKU092,153,0,10,116
12-03-2025,SKU093,45,325,20,272
12-03-2025,SKU094,80,378,18,290
12-03-2025,SKU095,239,460,19,368
12-03-2025,SKU096,1315,0,15,798
12-03-2025,SKU097,423,0,9,412
12-03-2025,SKU098,480,0,13,333
12-03-2025,SKU099,310,924,17,678
12-03-2025,SKU100,1047,0,17,816
13-03-2025,SKU001,273,595,10,299
13-03-2025,SKU002,735,0,10,374
13-03-2025,SKU003,594,0,15,504
13-03-2025,SKU004,568,0,9,430
13-03-2025,SKU005,108,285,15,191
13-03-2025,SKU006,472,0,13,248
13-03-2025,SKU007,480,0,8,330
13-03-2025,SKU008,547,0,6,390
13-03-2025,SKU009,248,740,14,470
13-03-2025,SKU010,434,0,17,294
13-03-2025,SKU011,824,0,18,663
13-03-2025,SKU012,311,927,17,681
13-03-2025,SKU013,424,0,14,254
13-03-2025,SKU014,147,547,11,293
13-03-2025,SKU015,152,712,11,380
13-03-2025,SKU016,366,0,7,269
13-03-2025,SKU017,383,0,12,318
13-03-2025,SKU018,413,0,12,264
13-03-2025,SKU019,179,255,19,205
13-03-2025,SKU020,58,207,6,77
13-03-2025,SKU021,1268,0,11,618
13-03-2025,SKU022,362,1040,7,417
13-03-2025,SKU023,139,523,7,210
13-03-2025,SKU024,679,0,6,424
13-03-2025,SKU025,681,0,15,575
13-03-2025,SKU026,271,657,15,439
13-03-2025,SKU027,239,668,7,268
13-03-2025,SKU028,153,238,16,167
13-03-2025,SKU029,63,247,15,166
13-03-2025,SKU030,201,783,9,366
13-03-2025,SKU031,713,0,5,244
13-03-2025,SKU032,215,374,16,263
13-03-2025,SKU033,761,0,9,535
13-03-2025,SKU034,1027,0,11,518
13-03-2025,SKU035,151,270,20,225
13-03-2025,SKU036,1024,0,12,639
13-03-2025,SKU037,346,1173,20,978
13-03-2025,SKU038,733,1196,18,918
13-03-2025,SKU039,79,0,6,77
13-03-2025,SKU040,639,924,16,647
13-03-2025,SKU041,405,0,6,266
13-03-2025,SKU042,669,0,12,506
13-03-2025,SKU043,548,1168,11,623
13-03-2025,SKU044,679,0,12,495
13-03-2025,SKU045,525,1029,11,550
13-03-2025,SKU046,630,0,8,460
13-03-2025,SKU047,198,1031,8,447
13-03-2025,SKU048,364,0,12,339
13-03-2025,SKU049,243,0,9,180
13-03-2025,SKU050,494,0,14,360
13-03-2025,SKU051,1058,0,15,726
13-03-2025,SKU052,316,0,15,203
13-03-2025,SKU053,573,0,7,276
13-03-2025,SKU054,373,0,13,238
13-03-2025,SKU055,123,761,20,634
13-03-2025,SKU056,839,0,10,530
13-03-2025,SKU057,1200,0,7,431
13-03-2025,SKU058,206,399,18,307
13-03-2025,SKU059,1182,0,5,368
13-03-2025,SKU060,596,0,9,361
13-03-2025,SKU061,201,518,13,312
13-03-2025,SKU062,679,0,6,328
13-03-2025,SKU063,455,0,10,329
13-03-2025,SKU064,170,547,9,257
13-03-2025,SKU065,890,0,18,684
13-03-2025,SKU066,349,0,8,179
13-03-2025,SKU067,243,497,14,315
13-03-2025,SKU068,550,0,7,244
13-03-2025,SKU069,130,417,17,306
13-03-2025,SKU070,388,0,8,250
13-03-2025,SKU071,639,0,16,527
13-03-2025,SKU072,1050,0,20,774
13-03-2025,SKU073,219,956,9,447
13-03-2025,SKU074,862,0,7,406
13-03-2025,SKU075,378,932,10,467
13-03-2025,SKU076,224,866,9,405
13-03-2025,SKU077,145,400,17,294
13-03-2025,SKU078,329,0,8,249
13-03-2025,SKU079,497,0,12,370
13-03-2025,SKU080,163,0,12,135
13-03-2025,SKU081,465,705,17,518
13-03-2025,SKU082,631,0,5,204
13-03-2025,SKU083,223,993,20,828
13-03-2025,SKU084,680,1177,13,707
13-03-2025,SKU085,330,0,5,246
13-03-2025,SKU086,303,489,16,343
13-03-2025,SKU087,76,196,11,105
13-03-2025,SKU088,243,1121,14,711
13-03-2025,SKU089,662,0,7,447
13-03-2025,SKU090,178,416,13,251
13-03-2025,SKU091,772,0,13,529
13-03-2025,SKU092,147,0,10,116
13-03-2025,SKU093,361,0,20,272
13-03-2025,SKU094,446,0,18,290
13-03-2025,SKU095,224,460,19,368
13-03-2025,SKU096,1276,0,15,798
13-03-2025,SKU097,400,882,9,412
13-03-2025,SKU098,460,0,13,333
13-03-2025,SKU099,280,924,17,678
13-03-2025,SKU100,1009,0,17,816
14-03-2025,SKU001,247,595,10,299
14-03-2025,SKU002,709,0,10,374
14-03-2025,SKU003,578,0,15,504
14-03-2025,SKU004,539,0,9,430
14-03-2025,SKU005,98,285,15,191
14-03-2025,SKU006,458,0,13,248
14-03-2025,SKU007,457,0,8,330
14-03-2025,SKU008,512,0,6,390
14-03-2025,SKU009,227,740,14,470
14-03-2025,SKU010,423,0,17,294
14-03-2025,SKU011,787,0,18,663
14-03-2025,SKU012,283,927,17,681
14-03-2025,SKU013,410,0,14,254
14-03-2025,SKU014,130,547,11,293
14-03-2025,SKU015,133,712,11,380
14-03-2025,SKU016,339,0,7,269
14-03-2025,SKU017,365,0,12,318
14-03-2025,SKU018,397,0,12,264
14-03-2025,SKU019,170,255,19,205
14-03-2025,SKU020,53,207,6,77
14-03-2025,SKU021,1234,0,11,618
14-03-2025,SKU022,332,1040,7,417
14-03-2025,SKU023,119,523,7,210
14-03-2025,SKU024,638,0,6,424
14-03-2025,SKU025,654,0,15,575
14-03-2025,SKU026,252,657,15,439
14-03-2025,SKU027,220,668,7,268
14-03-2025,SKU028,148,238,16,167
14-03-2025,SKU029,56,247,15,166
14-03-2025,SKU030,167,783,9,366
14-03-2025,SKU031,683,0,5,244
14-03-2025,SKU032,205,374,16,263
14-03-2025,SKU033,726,0,9,535
14-03-2025,SKU034,984,0,11,518
14-03-2025,SKU035,145,270,20,225
14-03-2025,SKU036,988,0,12,639
14-03-2025,SKU037,314,1173,20,978
14-03-2025,SKU038,685,1196,18,918
14-03-2025,SKU039,73,209,6,77
14-03-2025,SKU040,613,924,16,647
14-03-2025,SKU041,380,0,6,266
14-03-2025,SKU042,638,0,12,506
14-03-2025,SKU043,508,1168,11,623
14-03-2025,SKU044,646,0,12,495
14-03-2025,SKU045,488,1029,11,550
14-03-2025,SKU046,598,0,8,460
14-03-2025,SKU047,1202,0,8,447
14-03-2025,SKU048,348,0,12,339
14-03-2025,SKU049,233,0,9,180
14-03-2025,SKU050,477,0,14,360
14-03-2025,SKU051,1022,0,15,726
14-03-2025,SKU052,309,0,15,203
14-03-2025,SKU053,544,0,7,276
14-03-2025,SKU054,359,0,13,238
14-03-2025,SKU055,862,0,20,634
14-03-2025,SKU056,811,0,10,530
14-03-2025,SKU057,1163,0,7,431
14-03-2025,SKU058,190,399,18,307
14-03-2025,SKU059,1150,0,5,368
14-03-2025,SKU060,574,0,9,361
14-03-2025,SKU061,180,518,13,312
14-03-2025,SKU062,651,0,6,328
14-03-2025,SKU063,438,0,10,329
14-03-2025,SKU064,152,547,9,257
14-03-2025,SKU065,860,0,18,684
14-03-2025,SKU066,332,0,8,179
14-03-2025,SKU067,223,497,14,315
14-03-2025,SKU068,529,0,7,244
14-03-2025,SKU069,115,417,17,306
14-03-2025,SKU070,370,0,8,250
14-03-2025,SKU071,622,0,16,527
14-03-2025,SKU072,1029,0,20,774
14-03-2025,SKU073,182,956,9,447
14-03-2025,SKU074,831,0,7,406
14-03-2025,SKU075,350,932,10,467
14-03-2025,SKU076,192,866,9,405
14-03-2025,SKU077,130,400,17,294
14-03-2025,SKU078,312,0,8,249
14-03-2025,SKU079,474,0,12,370
14-03-2025,SKU080,157,0,12,135
14-03-2025,SKU081,449,705,17,518
14-03-2025,SKU082,611,0,5,204
14-03-2025,SKU083,188,993,20,828
14-03-2025,SKU084,640,1177,13,707
14-03-2025,SKU085,304,0,5,246
14-03-2025,SKU086,287,489,16,343
14-03-2025,SKU087,70,196,11,105
14-03-2025,SKU088,210,1121,14,711
14-03-2025,SKU089,632,0,7,447
14-03-2025,SKU090,160,416,13,251
14-03-2025,SKU091,739,0,13,529
14-03-2025,SKU092,141,0,10,116
14-03-2025,SKU093,353,0,20,272
14-03-2025,SKU094,433,0,18,290
14-03-2025,SKU095,213,460,19,368
14-03-2025,SKU096,1230,0,15,798
14-03-2025,SKU097,370,882,9,412
14-03-2025,SKU098,446,0,13,333
14-03-2025,SKU099,257,924,17,678
14-03-2025,SKU100,962,0,17,816
15-03-2025,SKU001,224,595,10,299
15-03-2025,SKU002,683,0,10,374
15-03-2025,SKU003,542,0,15,504
15-03-2025,SKU004,508,0,9,430
15-03-2025,SKU005,84,285,15,191
15-03-2025,SKU006,441,0,13,248
15-03-2025,SKU007,427,0,8,330
15-03-2025,SKU008,475,0,6,390
15-03-2025,SKU009,199,740,14,470
15-03-2025,SKU010,407,0,17,294
15-03-2025,SKU011,751,0,18,663
15-03-2025,SKU012,245,927,17,681
15-03-2025,SKU013,396,0,14,254
15-03-2025,SKU014,110,547,11,293
15-03-2025,SKU015,821,0,11,380
15-03-2025,SKU016,312,0,7,269
15-03-2025,SKU017,341,0,12,318
15-03-2025,SKU018,377,0,12,264
15-03-2025,SKU019,160,255,19,205
15-03-2025,SKU020,44,207,6,77
15-03-2025,SKU021,1197,0,11,618
15-03-2025,SKU022,297,1040,7,417
15-03-2025,SKU023,101,523,7,210
15-03-2025,SKU024,601,0,6,424
15-03-2025,SKU025,621,0,15,575
15-03-2025,SKU026,225,657,15,439
15-03-2025,SKU027,196,668,7,268
15-03-2025,SKU028,138,238,16,167
15-03-2025,SKU029,293,0,15,166
15-03-2025,SKU030,144,783,9,366
15-03-2025,SKU031,652,0,5,244
15-03-2025,SKU032,191,374,16,263
15-03-2025,SKU033,678,0,9,535
15-03-2025,SKU034,941,0,11,518
15-03-2025,SKU035,135,270,20,225
15-03-2025,SKU036,945,0,12,639
15-03-2025,SKU037,266,1173,20,978
15-03-2025,SKU038,626,1196,18,918
15-03-2025,SKU039,66,209,6,77
15-03-2025,SKU040,581,924,16,647
15-03-2025,SKU041,354,0,6,266
15-03-2025,SKU042,608,0,12,506
15-03-2025,SKU043,448,1168,11,623
15-03-2025,SKU044,616,0,12,495
15-03-2025,SKU045,455,1029,11,550
15-03-2025,SKU046,561,0,8,460
15-03-2025,SKU047,1163,0,8,447
15-03-2025,SKU048,320,598,12,339
15-03-2025,SKU049,217,0,9,180
15-03-2025,SKU050,457,0,14,360
15-03-2025,SKU051,995,0,15,726
15-03-2025,SKU052,300,0,15,203
15-03-2025,SKU053,514,0,7,276
15-03-2025,SKU054,341,0,13,238
15-03-2025,SKU055,833,0,20,634
15-03-2025,SKU056,775,0,10,530
15-03-2025,SKU057,1128,0,7,431
15-03-2025,SKU058,173,399,18,307
15-03-2025,SKU059,1108,0,5,368
15-03-2025,SKU060,547,0,9,361
15-03-2025,SKU061,163,518,13,312
15-03-2025,SKU062,623,0,6,328
15-03-2025,SKU063,417,0,10,329
15-03-2025,SKU064,132,547,9,257
15-03-2025,SKU065,833,0,18,684
15-03-2025,SKU066,317,0,8,179
15-03-2025,SKU067,204,497,14,315
15-03-2025,SKU068,505,0,7,244
15-03-2025,SKU069,102,417,17,306
15-03-2025,SKU070,348,0,8,250
15-03-2025,SKU071,592,0,16,527
15-03-2025,SKU072,1002,0,20,774
15-03-2025,SKU073,1100,0,9,447
15-03-2025,SKU074,796,0,7,406
15-03-2025,SKU075,316,932,10,467
15-03-2025,SKU076,151,866,9,405
15-03-2025,SKU077,115,400,17,294
15-03-2025,SKU078,293,0,8,249
15-03-2025,SKU079,452,0,12,370
15-03-2025,SKU080,150,0,12,135
15-03-2025,SKU081,425,705,17,518
15-03-2025,SKU082,585,0,5,204
15-03-2025,SKU083,136,993,20,828
15-03-2025,SKU084,592,1177,13,707
15-03-2025,SKU085,281,0,5,246
15-03-2025,SKU086,270,489,16,343
15-03-2025,SKU087,60,196,11,105
15-03-2025,SKU088,1293,0,14,711
15-03-2025,SKU089,587,0,7,447
15-03-2025,SKU090,144,416,13,251
15-03-2025,SKU091,711,0,13,529
15-03-2025,SKU092,133,0,10,116
15-03-2025,SKU093,342,0,20,272
15-03-2025,SKU094,419,0,18,290
15-03-2025,SKU095,193,460,19,368
15-03-2025,SKU096,1190,0,15,798
15-03-2025,SKU097,339,882,9,412
15-03-2025,SKU098,426,0,13,333
15-03-2025,SKU099,211,924,17,678
15-03-2025,SKU100,913,0,17,816
16-03-2025,SKU001,201,595,10,299
16-03-2025,SKU002,648,0,10,374
16-03-2025,SKU003,503,755,15,504
16-03-2025,SKU004,468,0,9,430
16-03-2025,SKU005,73,285,15,191
16-03-2025,SKU006,427,0,13,248
16-03-2025,SKU007,402,0,8,330
16-03-2025,SKU008,431,0,6,390
16-03-2025,SKU009,176,740,14,470
16-03-2025,SKU010,393,0,17,294
16-03-2025,SKU011,715,0,18,663
16-03-2025,SKU012,203,927,17,681
16-03-2025,SKU013,377,0,14,254
16-03-2025,SKU014,90,547,11,293
16-03-2025,SKU015,795,0,11,380
16-03-2025,SKU016,284,0,7,269
16-03-2025,SKU017,321,0,12,318
16-03-2025,SKU018,364,0,12,264
16-03-2025,SKU019,151,255,19,205
16-03-2025,SKU020,245,0,6,77
16-03-2025,SKU021,1149,0,11,618
16-03-2025,SKU022,264,1040,7,417
16-03-2025,SKU023,598,0,7,210
16-03-2025,SKU024,564,0,6,424
16-03-2025,SKU025,582,0,15,575
16-03-2025,SKU026,198,657,15,439
16-03-2025,SKU027,171,668,7,268
16-03-2025,SKU028,127,238,16,167
16-03-2025,SKU029,284,0,15,166
16-03-2025,SKU030,901,0,9,366
16-03-2025,SKU031,624,0,5,244
16-03-2025,SKU032,182,374,16,263
16-03-2025,SKU033,621,0,9,535
16-03-2025,SKU034,914,0,11,518
16-03-2025,SKU035,123,270,20,225
16-03-2025,SKU036,914,0,12,639
16-03-2025,SKU037,217,1173,20,978
16-03-2025,SKU038,587,1196,18,918
16-03-2025,SKU039,59,209,6,77
16-03-2025,SKU040,548,924,16,647
16-03-2025,SKU041,331,0,6,266
16-03-2025,SKU042,570,0,12,506
16-03-2025,SKU043,415,1168,11,623
16-03-2025,SKU044,579,0,12,495
16-03-2025,SKU045,414,1029,11,550
16-03-2025,SKU046,522,0,8,460
16-03-2025,SKU047,1125,0,8,447
16-03-2025,SKU048,295,598,12,339
16-03-2025,SKU049,199,0,9,180
16-03-2025,SKU050,434,0,14,360
16-03-2025,SKU051,944,0,15,726
16-03-2025,SKU052,290,0,15,203
16-03-2025,SKU053,487,0,7,276
16-03-2025,SKU054,326,0,13,238
16-03-2025,SKU055,803,0,20,634
16-03-2025,SKU056,739,0,10,530
16-03-2025,SKU057,1090,0,7,431
16-03-2025,SKU058,155,399,18,307
16-03-2025,SKU059,1065,0,5,368
16-03-2025,SKU060,525,0,9,361
16-03-2025,SKU061,140,518,13,312
16-03-2025,SKU062,579,0,6,328
16-03-2025,SKU063,395,0,10,329
16-03-2025,SKU064,111,547,9,257
16-03-2025,SKU065,787,0,18,684
16-03-2025,SKU066,301,0,8,179
16-03-2025,SKU067,181,497,14,315
16-03-2025,SKU068,479,0,7,244
16-03-2025,SKU069,87,417,17,306
16-03-2025,SKU070,324,0,8,250
16-03-2025,SKU071,565,0,16,527
16-03-2025,SKU072,968,0,20,774
16-03-2025,SKU073,1053,0,9,447
16-03-2025,SKU074,745,0,7,406
16-03-2025,SKU075,277,932,10,467
16-03-2025,SKU076,985,0,9,405
16-03-2025,SKU077,102,400,17,294
16-03-2025,SKU078,276,0,8,249
16-03-2025,SKU079,427,0,12,370
16-03-2025,SKU080,141,0,12,135
16-03-2025,SKU081,400,705,17,518
16-03-2025,SKU082,559,0,5,204
16-03-2025,SKU083,103,993,20,828
16-03-2025,SKU084,557,1177,13,707
16-03-2025,SKU085,247,0,5,246
16-03-2025,SKU086,251,489,16,343
16-03-2025,SKU087,53,196,11,105
16-03-2025,SKU088,1251,0,14,711
16-03-2025,SKU089,540,0,7,447
16-03-2025,SKU090,130,416,13,251
16-03-2025,SKU091,676,0,13,529
16-03-2025,SKU092,127,0,10,116
16-03-2025,SKU093,329,0,20,272
16-03-2025,SKU094,407,0,18,290
16-03-2025,SKU095,174,460,19,368
16-03-2025,SKU096,1144,0,15,798
16-03-2025,SKU097,308,882,9,412
16-03-2025,SKU098,406,0,13,333
16-03-2025,SKU099,178,924,17,678
16-03-2025,SKU100,865,0,17,816
17-03-2025,SKU001,179,595,10,299
17-03-2025,SKU002,623,0,10,374
17-03-2025,SKU003,479,755,15,504
17-03-2025,SKU004,433,0,9,430
17-03-2025,SKU005,62,285,15,191
17-03-2025,SKU006,412,0,13,248
17-03-2025,SKU007,382,0,8,330
17-03-2025,SKU008,399,0,6,390
17-03-2025,SKU009,148,740,14,470
17-03-2025,SKU010,382,0,17,294
17-03-2025,SKU011,695,0,18,663
17-03-2025,SKU012,165,927,17,681
17-03-2025,SKU013,363,0,14,254
17-03-2025,SKU014,620,0,11,293
17-03-2025,SKU015,772,0,11,380
17-03-2025,SKU016,259,672,7,269
17-03-2025,SKU017,303,560,12,318
17-03-2025,SKU018,348,0,12,264
17-03-2025,SKU019,142,255,19,205
17-03-2025,SKU020,238,0,6,77
17-03-2025,SKU021,1111,0,11,618
17-03-2025,SKU022,239,1040,7,417
17-03-2025,SKU023,579,0,7,210
17-03-2025,SKU024,535,0,6,424
17-03-2025,SKU025,561,861,15,575
17-03-2025,SKU026,173,657,15,439
17-03-2025,SKU027,155,668,7,268
17-03-2025,SKU028,119,238,16,167
17-03-2025,SKU029,278,0,15,166
17-03-2025,SKU030,878,0,9,366
17-03-2025,SKU031,596,0,5,244
17-03-2025,SKU032,170,374,16,263
17-03-2025,SKU033,589,0,9,535
17-03-2025,SKU034,870,0,11,518
17-03-2025,SKU035,114,270,20,225
17-03-2025,SKU036,875,0,12,639
17-03-2025,SKU037,185,1173,20,978
17-03-2025,SKU038,549,1196,18,918
17-03-2025,SKU039,53,209,6,77
17-03-2025,SKU040,518,924,16,647
17-03-2025,SKU041,311,0,6,266
17-03-2025,SKU042,548,0,12,506
17-03-2025,SKU043,380,1168,11,623
17-03-2025,SKU044,550,0,12,495
17-03-2025,SKU045,389,1029,11,550
17-03-2025,SKU046,488,0,8,460
17-03-2025,SKU047,1094,0,8,447
17-03-2025,SKU048,277,598,12,339
17-03-2025,SKU049,185,0,9,180
17-03-2025,SKU050,414,0,14,360
17-03-2025,SKU051,927,0,15,726
17-03-2025,SKU052,280,0,15,203
17-03-2025,SKU053,469,0,7,276
17-03-2025,SKU054,311,0,13,238
17-03-2025,SKU055,775,0,20,634
17-03-2025,SKU056,708,0,10,530
17-03-2025,SKU057,1051,0,7,431
17-03-2025,SKU058,144,399,18,307
17-03-2025,SKU059,1030,0,5,368
17-03-2025,SKU060,503,0,9,361
17-03-2025,SKU061,124,518,13,312
17-03-2025,SKU062,551,0,6,328
17-03-2025,SKU063,371,0,10,329
17-03-2025,SKU064,95,547,9,257
17-03-2025,SKU065,758,0,18,684
17-03-2025,SKU066,283,0,8,179
17-03-2025,SKU067,161,497,14,315
17-03-2025,SKU068,462,0,7,244
17-03-2025,SKU069,75,417,17,306
17-03-2025,SKU070,306,0,8,250
17-03-2025,SKU071,541,0,16,527
17-03-2025,SKU072,946,0,20,774
17-03-2025,SKU073,1023,0,9,447
17-03-2025,SKU074,714,0,7,406
17-03-2025,SKU075,256,932,10,467
17-03-2025,SKU076,952,0,9,405
17-03-2025,SKU077,92,400,17,294
17-03-2025,SKU078,264,0,8,249
17-03-2025,SKU079,409,0,12,370
17-03-2025,SKU080,133,238,12,135
17-03-2025,SKU081,382,705,17,518
17-03-2025,SKU082,538,0,5,204
17-03-2025,SKU083,1065,0,20,828
17-03-2025,SKU084,527,1177,13,707
17-03-2025,SKU085,224,734,5,246
17-03-2025,SKU086,233,489,16,343
17-03-2025,SKU087,47,196,11,105
17-03-2025,SKU088,1221,0,14,711
17-03-2025,SKU089,505,0,7,447
17-03-2025,SKU090,119,416,13,251
17-03-2025,SKU091,651,0,13,529
17-03-2025,SKU092,119,0,10,116
17-03-2025,SKU093,318,0,20,272
17-03-2025,SKU094,393,0,18,290
17-03-2025,SKU095,156,460,19,368
17-03-2025,SKU096,1107,0,15,798
17-03-2025,SKU097,283,882,9,412
17-03-2025,SKU098,389,0,13,333
17-03-2025,SKU099,142,924,17,678
17-03-2025,SKU100,833,0,17,816
18-03-2025,SKU001,160,595,10,299
18-03-2025,SKU002,599,0,10,374
18-03-2025,SKU003,461,755,15,504
18-03-2025,SKU004,410,919,9,430
18-03-2025,SKU005,54,285,15,191
18-03-2025,SKU006,397,0,13,248
18-03-2025,SKU007,358,0,8,330
18-03-2025,SKU008,364,1061,6,390
18-03-2025,SKU009,128,740,14,470
18-03-2025,SKU010,368,0,17,294
18-03-2025,SKU011,663,864,18,663
18-03-2025,SKU012,1063,0,17,681
18-03-2025,SKU013,348,0,14,254
18-03-2025,SKU014,602,0,11,293
18-03-2025,SKU015,746,0,11,380
18-03-2025,SKU016,242,672,7,269
18-03-2025,SKU017,284,560,12,318
18-03-2025,SKU018,331,0,12,264
18-03-2025,SKU019,135,255,19,205
18-03-2025,SKU020,232,0,6,77
18-03-2025,SKU021,1078,0,11,618
18-03-2025,SKU022,208,1040,7,417
18-03-2025,SKU023,566,0,7,210
18-03-2025,SKU024,489,0,6,424
18-03-2025,SKU025,528,861,15,575
18-03-2025,SKU026,154,657,15,439
18-03-2025,SKU027,133,668,7,268
18-03-2025,SKU028,111,238,16,167
18-03-2025,SKU029,272,0,15,166
18-03-2025,SKU030,853,0,9,366
18-03-2025,SKU031,573,0,5,244
18-03-2025,SKU032,156,374,16,263
18-03-2025,SKU033,547,0,9,535
18-03-2025,SKU034,834,0,11,518
18-03-2025,SKU035,105,270,20,225
18-03-2025,SKU036,847,0,12,639
18-03-2025,SKU037,1317,0,20,978
18-03-2025,SKU038,520,1196,18,918
18-03-2025,SKU039,45,209,6,77
18-03-2025,SKU040,491,924,16,647
18-03-2025,SKU041,288,0,6,266
18-03-2025,SKU042,523,0,12,506
18-03-2025,SKU043,340,1168,11,623
18-03-2025,SKU044,525,0,12,495
18-03-2025,SKU045,356,1029,11,550
18-03-2025,SKU046,457,1061,8,460
18-03-2025,SKU047,1068,0,8,447
18-03-2025,SKU048,254,598,12,339
18-03-2025,SKU049,177,384,9,180
18-03-2025,SKU050,397,0,14,360
18-03-2025,SKU051,891,0,15,726
18-03-2025,SKU052,270,0,15,203
18-03-2025,SKU053,446,0,7,276
18-03-2025,SKU054,298,0,13,238
18-03-2025,SKU055,748,0,20,634
18-03-2025,SKU056,676,0,10,530
18-03-2025,SKU057,1017,0,7,431
18-03-2025,SKU058,133,399,18,307
18-03-2025,SKU059,994,0,5,368
18-03-2025,SKU060,482,0,9,361
18-03-2025,SKU061,110,518,13,312
18-03-2025,SKU062,524,0,6,328
18-03-2025,SKU063,342,0,10,329
18-03-2025,SKU064,625,0,9,257
18-03-2025,SKU065,735,0,18,684
18-03-2025,SKU066,269,0,8,179
18-03-2025,SKU067,148,497,14,315
18-03-2025,SKU068,441,0,7,244
18-03-2025,SKU069,480,0,17,306
18-03-2025,SKU070,287,0,8,250
18-03-2025,SKU071,520,751,16,527
18-03-2025,SKU072,916,0,20,774
18-03-2025,SKU073,989,0,9,447
18-03-2025,SKU074,683,0,7,406
18-03-2025,SKU075,228,932,10,467
18-03-2025,SKU076,926,0,9,405
18-03-2025,SKU077,80,400,17,294
18-03-2025,SKU078,249,571,8,249
18-03-2025,SKU079,388,0,12,370
18-03-2025,SKU080,125,238,12,135
18-03-2025,SKU081,358,705,17,518
18-03-2025,SKU082,520,0,5,204
18-03-2025,SKU083,1028,0,20,828
18-03-2025,SKU084,487,1177,13,707
18-03-2025,SKU085,196,734,5,246
18-03-2025,SKU086,219,489,16,343
18-03-2025,SKU087,42,196,11,105
18-03-2025,SKU088,1189,0,14,711
18-03-2025,SKU089,473,0,7,447
18-03-2025,SKU090,106,416,13,251
18-03-2025,SKU091,623,0,13,529
18-03-2025,SKU092,111,230,10,116
18-03-2025,SKU093,306,0,20,272
18-03-2025,SKU094,384,0,18,290
18-03-2025,SKU095,141,460,19,368
18-03-2025,SKU096,1071,0,15,798
18-03-2025,SKU097,250,882,9,412
18-03-2025,SKU098,368,0,13,333
18-03-2025,SKU099,1040,0,17,678
18-03-2025,SKU100,808,1112,17,816
19-03-2025,SKU001,141,595,10,299
19-03-2025,SKU002,570,0,10,374
19-03-2025,SKU003,434,755,15,504
19-03-2025,SKU004,385,919,9,430
19-03-2025,SKU005,331,0,15,191
19-03-2025,SKU006,385,0,13,248
19-03-2025,SKU007,331,0,8,330
19-03-2025,SKU008,331,1061,6,390
19-03-2025,SKU009,847,0,14,470
19-03-2025,SKU010,358,0,17,294
19-03-2025,SKU011,626,864,18,663
19-03-2025,SKU012,1038,0,17,681
19-03-2025,SKU013,338,0,14,254
19-03-2025,SKU014,584,0,11,293
19-03-2025,SKU015,717,0,11,380
19-03-2025,SKU016,220,672,7,269
19-03-2025,SKU017,266,560,12,318
19-03-2025,SKU018,321,0,12,264
19-03-2025,SKU019,128,255,19,205
19-03-2025,SKU020,225,0,6,77
19-03-2025,SKU021,1046,0,11,618
19-03-2025,SKU022,1207,0,7,417
19-03-2025,SKU023,548,0,7,210
19-03-2025,SKU024,442,0,6,424
19-03-2025,SKU025,495,861,15,575
19-03-2025,SKU026,137,657,15,439
19-03-2025,SKU027,779,0,7,268
19-03-2025,SKU028,103,238,16,167
